sw krw krn krwf krnf vw vn force pw pn wet peff
0.2132824 0.20468349 23.289565 -0.035706376 16.627801 4.7944218e-06 0.00054552518 5.5373753e-06 0.32368162 0.3359517 1546908.7 0.042563609
0.21328688 0.19365841 23.296136 -0.042009025 16.631222 4.5361749e-06 0.0005456791 5.5373753e-06 0.32368285 0.33595169 1546842.1 0.042571679
0.21328117 0.18956386 23.308378 -0.043275644 16.640058 4.4402658e-06 0.00054596586 5.5373753e-06 0.32368401 0.3359517 1546777.2 0.042556918
0.21328703 0.18562474 23.316508 -0.046182586 16.649318 4.3479976e-06 0.00054615627 5.5373753e-06 0.32368477 0.3359517 1546716.6 0.042549331
0.21327453 0.1847569 23.323727 -0.045924715 16.656872 4.3276695e-06 0.00054632537 5.5373753e-06 0.32368593 0.33595168 1546666.8 0.042537835
0.21327191 0.18021899 23.327359 -0.046350585 16.659279 4.2213754e-06 0.00054641046 5.5373753e-06 0.32368677 0.33595167 1546625.3 0.042539474
0.2132699 0.18203761 23.329255 -0.045865702 16.663599 4.263974e-06 0.00054645487 5.5373753e-06 0.32368762 0.33595167 1546586.3 0.042532753
0.21326697 0.1796806 23.325898 -0.046518204 16.66456 4.2087645e-06 0.00054637624 5.5373753e-06 0.32368831 0.3359517 1546550.2 0.042543091
0.21326588 0.17764507 23.316716 -0.048063695 16.659113 4.1610849e-06 0.00054616115 5.5373753e-06 0.32368858 0.33595185 1546509.6 0.042563405
0.21327283 0.17509883 23.312037 -0.051630618 16.659306 4.1014429e-06 0.00054605155 5.5373753e-06 0.32368864 0.33595206 1546440.9 0.042576499
0.21327191 0.17593715 23.316284 -0.05156594 16.663906 4.1210795e-06 0.00054615105 5.5373753e-06 0.32368869 0.3359522 1546404.6 0.042567281
0.21328302 0.17186884 23.316246 -0.052697854 16.66493 4.025785e-06 0.00054615015 5.5373753e-06 0.32368857 0.33595246 1546368.1 0.042574723
0.21327731 0.14854292 23.323261 -0.067474582 16.676534 3.4794082e-06 0.00054631447 5.5373753e-06 0.32368459 0.33595367 1546284.4 0.042604309
0.21327036 0.19461183 23.34292 -0.035495043 16.686512 4.5585073e-06 0.00054677495 5.5373753e-06 0.32367635 0.3359553 1546154.3 0.042485338
0.2132753 0.18856988 23.291359 -0.038818029 16.651867 4.4169833e-06 0.0005455672 5.5373753e-06 0.323676 0.33595544 1546098.3 0.042589567
0.21327314 0.20439684 23.191942 -0.032233201 16.566396 4.7877075e-06 0.0005432385 5.5373753e-06 0.32367178 0.33595651 1545994.9 0.042741731
0.21327561 0.15628595 23.267524 -0.056896629 16.631256 3.6607779e-06 0.0005450089 5.5373753e-06 0.32366928 0.33595748 1545844.8 0.042691604
0.21327221 0.17095944 23.297664 -0.04718126 16.649044 4.0044835e-06 0.0005457149 5.5373753e-06 0.32366828 0.33595783 1545792.5 0.042610083
